assigned_to_detail,id,creator_detail,resolution,creator,last_change_time,priority,status,dupe_of,component,severity,assigned_to,creation_time,product
"{'email': 'm0rpheus', 'name': 'm0rpheus', 'id': 224, 'real_name': 'Ferry Meyndert (RETIRED)'}",623,"{'id': 55, 'real_name': 'Jeld The Dark Elf', 'name': 'jeld', 'email': 'jeld'}",FIXED,jeld,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,m0rpheus,2002-02-09T17:16:05Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'email': 'drobbins', 'name': 'drobbins'}",624,"{'id': 76, 'real_name': 'Lars S. Jensen', 'email': 'larssj', 'name': 'larssj'}",FIXED,larssj,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,major,drobbins,2002-02-09T19:26:15Z,Gentoo Linux
"{'email': 'karltk', 'name': 'karltk', 'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)'}",625,"{'id': 250, 'real_name': 'mikepolniak', 'name': 'mikpolniak', 'email': 'mikpolniak'}",FIXED,mikpolniak,2002-02-10T02:27:35Z,High,RESOLVED,,New packages,enhancement,karltk,2002-02-09T21:22:47Z,Gentoo Linux
"{'name': 'm0rpheus', 'email': 'm0rpheus', 'id': 224, 'real_name': 'Ferry Meyndert (RETIRED)'}",626,"{'email': 'Sandy', 'name': 'Sandy', 'real_name': 'Sandy McArthur', 'id': 115}",FIXED,Sandy,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,m0rpheus,2002-02-09T22:21:58Z,Gentoo Linux
"{'name': 'gbevin', 'email': 'gbevin', 'real_name': 'Geert Bevin', 'id': 5}",627,"{'id': 268, 'real_name': 'Brian Raymond', 'email': 'brian.raymond', 'name': 'brian.raymond'}",FIXED,brian.raymond,2003-02-04T19:42:18Z,Normal,RESOLVED,,New packages,critical,gbevin,2002-02-09T23:58:17Z,Gentoo Linux
"{'real_name': 'Donny Davies (RETIRED)', 'id': 13, 'name': 'woodchip', 'email': 'woodchip'}",628,"{'email': 'bnl', 'name': 'bnl', 'real_name': '', 'id': 108}",FIXED,bnl,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,critical,woodchip,2002-02-10T04:18:15Z,Gentoo Linux
"{'real_name': 'Donny Davies (RETIRED)', 'id': 13, 'email': 'woodchip', 'name': 'woodchip'}",629,"{'real_name': 'Steve Flack', 'id': 237, 'name': 'steve_flack', 'email': 'steve_flack'}",FIXED,steve_flack,2003-01-28T00:30:44Z,High,RESOLVED,,New packages,normal,woodchip,2002-02-10T08:47:58Z,Gentoo Linux
"{'id': 10, 'real_name': 'Dan Armak (RETIRED)', 'name': 'danarmak', 'email': 'danarmak'}",630,"{'real_name': 'Daniel Heater', 'id': 230, 'email': 'heatmizer', 'name': 'heatmizer'}",FIXED,heatmizer,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,danarmak,2002-02-10T10:25:50Z,Gentoo Linux
"{'real_name': 'Bart Verwilst', 'id': 14, 'email': 'bart', 'name': 'bart'}",631,"{'id': 99, 'real_name': 'Kent Pirkle', 'email': 'kentpirkle', 'name': 'kentpirkle'}",INVALID,kentpirkle,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,bart,2002-02-10T11:02:51Z,Gentoo Linux
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'name': 'drobbins', 'email': 'drobbins'}",632,"{'email': '13th.floor', 'name': '13th.floor', 'real_name': 'Ian Smith', 'id': 194}",FIXED,13th.floor,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,drobbins,2002-02-10T11:06:46Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'name': 'drobbins', 'email': 'drobbins'}",633,"{'name': 'holger.benl', 'email': 'holger.benl', 'real_name': 'Holger Benl', 'id': 270}",FIXED,holger.benl,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,major,drobbins,2002-02-10T11:43:18Z,Gentoo Linux
"{'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'email': 'karltk', 'name': 'karltk'}",634,"{'email': 'rotund', 'name': 'rotund', 'real_name': 'Joe Tennies', 'id': 273}",FIXED,rotund,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,karltk,2002-02-10T13:10:02Z,Gentoo Linux
"{'email': 'g2boojum', 'name': 'g2boojum', 'id': 9, 'real_name': 'Grant Goodyear (RETIRED)'}",635,"{'name': 'mikpolniak', 'email': 'mikpolniak', 'real_name': 'mikepolniak', 'id': 250}",FIXED,mikpolniak,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,g2boojum,2002-02-10T13:44:46Z,Gentoo Linux
"{'email': 'bart', 'name': 'bart', 'real_name': 'Bart Verwilst', 'id': 14}",636,"{'real_name': 'Steve Flack', 'id': 237, 'email': 'steve_flack', 'name': 'steve_flack'}",FIXED,steve_flack,2002-02-12T13:42:58Z,High,RESOLVED,,New packages,normal,bart,2002-02-10T15:08:54Z,Gentoo Linux
"{'real_name': 'Bart Verwilst', 'id': 14, 'email': 'bart', 'name': 'bart'}",637,"{'real_name': 'Steve Flack', 'id': 237, 'name': 'steve_flack', 'email': 'steve_flack'}",FIXED,steve_flack,2002-02-12T13:23:48Z,High,RESOLVED,,New packages,normal,bart,2002-02-10T15:12:32Z,Gentoo Linux
"{'real_name': 'Bart Verwilst', 'id': 14, 'email': 'bart', 'name': 'bart'}",638,"{'email': 'steve_flack', 'name': 'steve_flack', 'real_name': 'Steve Flack', 'id': 237}",FIXED,steve_flack,2002-02-12T13:32:23Z,High,RESOLVED,,New packages,normal,bart,2002-02-10T15:14:49Z,Gentoo Linux
"{'email': 'agenkin-gentoo-bugzilla', 'name': 'agenkin-gentoo-bugzilla', 'real_name': 'Arcady Genkin', 'id': 197}",639,"{'email': 'danarmak', 'name': 'danarmak', 'id': 10, 'real_name': 'Dan Armak (RETIRED)'}",FIXED,danarmak,2002-02-11T13:28:30Z,High,RESOLVED,,[OLD] Library,normal,agenkin-gentoo-bugzilla,2002-02-10T15:17:00Z,Gentoo Linux
"{'email': 'azarah', 'name': 'azarah', 'real_name': 'Martin Schlemmer (RETIRED)', 'id': 12}",640,"{'id': 274, 'real_name': '', 'email': 'xaxeusx', 'name': 'xaxeusx'}",FIXED,xaxeusx,2011-10-30T22:21:20Z,High,RESOLVED,,Unclassified,normal,azarah,2002-02-10T15:44:04Z,Portage Development
"{'real_name': 'Bart Verwilst', 'id': 14, 'name': 'bart', 'email': 'bart'}",641,"{'id': 274, 'real_name': '', 'name': 'xaxeusx', 'email': 'xaxeusx'}",FIXED,xaxeusx,2011-10-30T22:20:02Z,High,RESOLVED,,Unclassified,normal,bart,2002-02-10T15:48:12Z,Portage Development
"{'email': 'agenkin', 'name': 'agenkin', 'id': 286, 'real_name': 'Arcady Genkin (RETIRED)'}",642,"{'email': 'agenkin-gentoo-bugzilla', 'name': 'agenkin-gentoo-bugzilla', 'id': 197, 'real_name': 'Arcady Genkin'}",FIXED,agenkin-gentoo-bugzilla,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,agenkin,2002-02-10T16:28:44Z,Gentoo Linux
"{'email': 'karltk', 'name': 'karltk', 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'id': 19}",643,"{'real_name': 'Stephen Boulet', 'id': 275, 'name': 'stephen', 'email': 'stephen'}",FIXED,stephen,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Development,normal,karltk,2002-02-10T20:30:49Z,Gentoo Linux
"{'email': 'vitaly', 'name': 'vitaly', 'id': 167, 'real_name': 'Vitaly Kushneriuk (RETIRED)'}",644,"{'real_name': 'Joe Tennies', 'id': 273, 'email': 'rotund', 'name': 'rotund'}",DUPLICATE,rotund,2005-07-17T13:06:51Z,High,RESOLVED,822.0,New packages,normal,vitaly,2002-02-10T23:44:45Z,Gentoo Linux
"{'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)', 'email': 'azarah', 'name': 'azarah'}",645,"{'name': 'rotund', 'email': 'rotund', 'real_name': 'Joe Tennies', 'id': 273}",FIXED,rotund,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,azarah,2002-02-10T23:52:40Z,Gentoo Linux
"{'name': 'blocke', 'email': 'blocke', 'id': 171, 'real_name': 'Bruce A. Locke (RETIRED)'}",646,"{'id': 273, 'real_name': 'Joe Tennies', 'email': 'rotund', 'name': 'rotund'}",INVALID,rotund,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,blocke,2002-02-11T00:13:25Z,Gentoo Linux
"{'name': 'blocke', 'email': 'blocke', 'real_name': 'Bruce A. Locke (RETIRED)', 'id': 171}",647,"{'real_name': 'Bruce A. Locke (RETIRED)', 'id': 171, 'name': 'blocke', 'email': 'blocke'}",INVALID,blocke,2004-07-19T09:47:25Z,Highest,RESOLVED,,[OLD] Core system,normal,blocke,2002-02-11T00:16:15Z,Gentoo Linux
"{'email': 'blocke', 'name': 'blocke', 'id': 171, 'real_name': 'Bruce A. Locke (RETIRED)'}",648,"{'id': 276, 'real_name': 'Patrick Flaherty', 'email': 'patrick_flaherty', 'name': 'patrick_flaherty'}",FIXED,patrick_flaherty,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,blocke,2002-02-11T00:21:17Z,Gentoo Linux
"{'real_name': 'Geert Bevin', 'id': 5, 'name': 'gbevin', 'email': 'gbevin'}",649,"{'id': 197, 'real_name': 'Arcady Genkin', 'email': 'agenkin-gentoo-bugzilla', 'name': 'agenkin-gentoo-bugzilla'}",INVALID,agenkin-gentoo-bugzilla,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,enhancement,gbevin,2002-02-11T01:00:32Z,Gentoo Linux
"{'real_name': 'Ferry Meyndert (RETIRED)', 'id': 224, 'email': 'm0rpheus', 'name': 'm0rpheus'}",650,"{'name': 'blocke', 'email': 'blocke', 'real_name': 'Bruce A. Locke (RETIRED)', 'id': 171}",FIXED,blocke,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,m0rpheus,2002-02-11T01:27:55Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'name': 'drobbins', 'email': 'drobbins'}",651,"{'id': 273, 'real_name': 'Joe Tennies', 'email': 'rotund', 'name': 'rotund'}",INVALID,rotund,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,drobbins,2002-02-11T01:32:06Z,Gentoo Linux
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'email': 'drobbins', 'name': 'drobbins'}",652,"{'real_name': 'Joe Tennies', 'id': 273, 'email': 'rotund', 'name': 'rotund'}",FIXED,rotund,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,drobbins,2002-02-11T01:35:01Z,Gentoo Linux
"{'email': 'karltk', 'name': 'karltk', 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'id': 19}",653,"{'id': 115, 'real_name': 'Sandy McArthur', 'name': 'Sandy', 'email': 'Sandy'}",FIXED,Sandy,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,karltk,2002-02-11T07:29:56Z,Gentoo Linux
"{'email': 'blocke', 'name': 'blocke', 'real_name': 'Bruce A. Locke (RETIRED)', 'id': 171}",654,"{'id': 277, 'real_name': 'Jens Blaesche', 'email': 'mr.big', 'name': 'mr.big'}",FIXED,mr.big,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,blocke,2002-02-11T08:12:43Z,Gentoo Linux
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'email': 'drobbins', 'name': 'drobbins'}",655,"{'id': 279, 'real_name': 't9r7i5n1', 'email': 'leumasx', 'name': 'leumasx'}",FIXED,leumasx,2003-01-28T00:30:44Z,High,RESOLVED,,[OLD] Unspecified,major,drobbins,2002-02-11T12:23:20Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",656,"{'email': 'holger.benl', 'name': 'holger.benl', 'id': 270, 'real_name': 'Holger Benl'}",FIXED,holger.benl,2011-10-30T22:20:00Z,High,RESOLVED,,Unclassified,normal,drobbins,2002-02-11T12:29:39Z,Portage Development
"{'real_name': 'Donny Davies (RETIRED)', 'id': 13, 'email': 'woodchip', 'name': 'woodchip'}",657,"{'name': 'coder', 'email': 'coder', 'id': 25, 'real_name': 'Ilian Zarov'}",FIXED,coder,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,woodchip,2002-02-11T14:27:31Z,Gentoo Linux
"{'real_name': 'Dan Armak (RETIRED)', 'id': 10, 'email': 'danarmak', 'name': 'danarmak'}",658,"{'id': 280, 'real_name': 'Avi Schwartz', 'email': 'avi', 'name': 'avi'}",INVALID,avi,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] KDE,normal,danarmak,2002-02-11T15:55:09Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'email': 'drobbins', 'name': 'drobbins'}",659,"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'name': 'drobbins', 'email': 'drobbins'}",FIXED,drobbins,2011-10-30T22:20:43Z,High,RESOLVED,,Unclassified,enhancement,drobbins,2002-02-11T17:31:19Z,Portage Development
"{'id': 1378, 'real_name': 'Sascha Schwabbauer (RETIRED)', 'name': 'cybersystem', 'email': 'cybersystem'}",660,"{'email': 'mikpolniak', 'name': 'mikpolniak', 'real_name': 'mikepolniak', 'id': 250}",FIXED,mikpolniak,2003-04-02T10:35:38Z,High,RESOLVED,,New packages,enhancement,cybersystem,2002-02-11T18:54:41Z,Gentoo Linux
"{'id': 399, 'real_name': 'Seemant Kulleen (RETIRED)', 'email': 'seemant', 'name': 'seemant'}",661,"{'real_name': 'Rob McMullen', 'id': 267, 'email': 'robm', 'name': 'robm'}",FIXED,robm,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,seemant,2002-02-11T22:08:00Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",662,"{'real_name': 'Matt Beland', 'id': 281, 'name': 'matt', 'email': 'matt'}",FIXED,matt,2011-10-30T22:18:34Z,Normal,RESOLVED,,Unclassified,normal,drobbins,2002-02-12T00:04:09Z,Portage Development
"{'real_name': 'Seemant Kulleen (RETIRED)', 'id': 399, 'email': 'seemant', 'name': 'seemant'}",663,"{'email': 'mr.big', 'name': 'mr.big', 'real_name': 'Jens Blaesche', 'id': 277}",FIXED,mr.big,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,seemant,2002-02-12T09:07:49Z,Gentoo Linux
"{'name': 'blocke', 'email': 'blocke', 'real_name': 'Bruce A. Locke (RETIRED)', 'id': 171}",664,"{'real_name': 'mikepolniak', 'id': 250, 'name': 'mikpolniak', 'email': 'mikpolniak'}",FIXED,mikpolniak,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,blocke,2002-02-12T09:15:24Z,Gentoo Linux
"{'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'email': 'karltk', 'name': 'karltk'}",665,"{'id': 258, 'real_name': 'Sean Mitchell', 'name': 'smitchell', 'email': 'smitchell'}",FIXED,smitchell,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,karltk,2002-02-12T09:50:49Z,Gentoo Linux
"{'name': 'woodchip', 'email': 'woodchip', 'id': 13, 'real_name': 'Donny Davies (RETIRED)'}",666,"{'email': 'mr.big', 'name': 'mr.big', 'id': 277, 'real_name': 'Jens Blaesche'}",FIXED,mr.big,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,woodchip,2002-02-12T10:23:38Z,Gentoo Linux
"{'email': 'g2boojum', 'name': 'g2boojum', 'id': 9, 'real_name': 'Grant Goodyear (RETIRED)'}",667,"{'email': 'wawazuzu', 'name': 'wawazuzu', 'id': 282, 'real_name': 'Albert Bachand'}",FIXED,wawazuzu,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] GNOME,normal,g2boojum,2002-02-12T11:23:07Z,Gentoo Linux
"{'name': 'zhen', 'email': 'zhen', 'real_name': 'John Davis (zhen) (RETIRED)', 'id': 1972}",668,"{'name': 'danarmak', 'email': 'danarmak', 'id': 10, 'real_name': 'Dan Armak (RETIRED)'}",DUPLICATE,danarmak,2011-10-30T23:16:33Z,High,RESOLVED,103.0,Bugzilla,normal,zhen,2002-02-12T13:03:16Z,Gentoo Infrastructure
"{'email': 'blocke', 'name': 'blocke', 'id': 171, 'real_name': 'Bruce A. Locke (RETIRED)'}",669,"{'name': 'kamisama', 'email': 'kamisama', 'real_name': 'Defresne Sylvain (keiichi)', 'id': 183}",FIXED,kamisama,2002-02-14T16:52:30Z,High,RESOLVED,,New packages,normal,blocke,2002-02-12T18:16:12Z,Gentoo Linux
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'name': 'drobbins', 'email': 'drobbins'}",670,"{'name': 'jnelson', 'email': 'jnelson', 'real_name': 'Jon Nelson (RETIRED)', 'id': 283}",FIXED,jnelson,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,drobbins,2002-02-12T21:57:22Z,Gentoo Linux
"{'id': 9, 'real_name': 'Grant Goodyear (RETIRED)', 'email': 'g2boojum', 'name': 'g2boojum'}",671,"{'name': 'edwardam', 'email': 'edwardam', 'id': 162, 'real_name': 'Edward Muller'}",FIXED,edwardam,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,g2boojum,2002-02-12T21:57:25Z,Gentoo Linux
"{'email': 'g2boojum', 'name': 'g2boojum', 'real_name': 'Grant Goodyear (RETIRED)', 'id': 9}",672,"{'email': 'edwardam', 'name': 'edwardam', 'real_name': 'Edward Muller', 'id': 162}",FIXED,edwardam,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,g2boojum,2002-02-12T22:02:47Z,Gentoo Linux
"{'real_name': 'Grant Goodyear (RETIRED)', 'id': 9, 'name': 'g2boojum', 'email': 'g2boojum'}",673,"{'real_name': 'Jon Nelson (RETIRED)', 'id': 283, 'name': 'jnelson', 'email': 'jnelson'}",FIXED,jnelson,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,g2boojum,2002-02-12T22:05:29Z,Gentoo Linux
"{'real_name': 'Seemant Kulleen (RETIRED)', 'id': 399, 'name': 'seemant', 'email': 'seemant'}",674,"{'email': 'jnelson', 'name': 'jnelson', 'id': 283, 'real_name': 'Jon Nelson (RETIRED)'}",FIXED,jnelson,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,seemant,2002-02-12T22:06:37Z,Gentoo Linux
"{'id': 14, 'real_name': 'Bart Verwilst', 'email': 'bart', 'name': 'bart'}",675,"{'id': 284, 'real_name': 'Chris Arndt', 'email': 'arndtc', 'name': 'arndtc'}",FIXED,arndtc,2003-04-04T01:27:10Z,High,RESOLVED,,New packages,normal,bart,2002-02-12T23:19:47Z,Gentoo Linux
"{'real_name': 'Sascha Schwabbauer (RETIRED)', 'id': 1378, 'email': 'cybersystem', 'name': 'cybersystem'}",676,"{'email': 'mwdilla', 'name': 'mwdilla', 'real_name': 'Mark', 'id': 206}",FIXED,mwdilla,2003-04-02T10:44:21Z,High,RESOLVED,,New packages,enhancement,cybersystem,2002-02-13T00:12:35Z,Gentoo Linux
"{'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'email': 'karltk', 'name': 'karltk'}",677,"{'real_name': 'Avi Schwartz', 'id': 280, 'name': 'avi', 'email': 'avi'}",FIXED,avi,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Development,normal,karltk,2002-02-13T01:40:22Z,Gentoo Linux
"{'id': 13, 'real_name': 'Donny Davies (RETIRED)', 'email': 'woodchip', 'name': 'woodchip'}",678,"{'email': 'pjfoley', 'name': 'pjfoley', 'real_name': 'Peter Foley', 'id': 241}",INVALID,pjfoley,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Unspecified,normal,woodchip,2002-02-13T04:47:19Z,Gentoo Linux
"{'real_name': 'Donny Davies (RETIRED)', 'id': 13, 'email': 'woodchip', 'name': 'woodchip'}",679,"{'id': 241, 'real_name': 'Peter Foley', 'name': 'pjfoley', 'email': 'pjfoley'}",FIXED,pjfoley,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,woodchip,2002-02-13T04:50:34Z,Gentoo Linux
"{'email': 'woodchip', 'name': 'woodchip', 'real_name': 'Donny Davies (RETIRED)', 'id': 13}",680,"{'email': 'darkspecter', 'name': 'darkspecter', 'real_name': 'Bartosch Pixa (RETIRED)', 'id': 223}",FIXED,darkspecter,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,woodchip,2002-02-13T05:39:41Z,Gentoo Linux
"{'real_name': 'Ferry Meyndert (RETIRED)', 'id': 224, 'email': 'm0rpheus', 'name': 'm0rpheus'}",681,"{'id': 250, 'real_name': 'mikepolniak', 'email': 'mikpolniak', 'name': 'mikpolniak'}",FIXED,mikpolniak,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,m0rpheus,2002-02-13T08:27:39Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",682,"{'email': 'agenkin-gentoo-bugzilla', 'name': 'agenkin-gentoo-bugzilla', 'real_name': 'Arcady Genkin', 'id': 197}",FIXED,agenkin-gentoo-bugzilla,2011-10-30T22:20:51Z,High,RESOLVED,,Unclassified,enhancement,drobbins,2002-02-13T10:09:13Z,Portage Development
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'name': 'drobbins', 'email': 'drobbins'}",683,"{'email': 'agenkin-gentoo-bugzilla', 'name': 'agenkin-gentoo-bugzilla', 'id': 197, 'real_name': 'Arcady Genkin'}",FIXED,agenkin-gentoo-bugzilla,2011-10-30T22:21:53Z,High,RESOLVED,,Unclassified,enhancement,drobbins,2002-02-13T10:32:04Z,Portage Development
"{'email': 'azarah', 'name': 'azarah', 'real_name': 'Martin Schlemmer (RETIRED)', 'id': 12}",684,"{'real_name': 'Brent Cook', 'id': 40, 'name': 'busterb', 'email': 'busterb'}",FIXED,busterb,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,azarah,2002-02-13T13:46:43Z,Gentoo Linux
"{'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'name': 'karltk', 'email': 'karltk'}",685,"{'real_name': 'Ilian Zarov', 'id': 25, 'email': 'coder', 'name': 'coder'}",FIXED,coder,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,karltk,2002-02-13T14:34:23Z,Gentoo Linux
"{'email': 'woodchip', 'name': 'woodchip', 'id': 13, 'real_name': 'Donny Davies (RETIRED)'}",686,"{'email': 'coder', 'name': 'coder', 'real_name': 'Ilian Zarov', 'id': 25}",FIXED,coder,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,woodchip,2002-02-13T14:47:40Z,Gentoo Linux
"{'email': 'bart', 'name': 'bart', 'id': 14, 'real_name': 'Bart Verwilst'}",687,"{'id': 250, 'real_name': 'mikepolniak', 'email': 'mikpolniak', 'name': 'mikpolniak'}",FIXED,mikpolniak,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,bart,2002-02-13T15:27:52Z,Gentoo Linux
"{'name': 'cardoe', 'email': 'cardoe', 'id': 1069, 'real_name': 'Doug Goldstein (RETIRED)'}",688,"{'name': 'gert', 'email': 'gert', 'real_name': 'Gert Menke', 'id': 203}",DUPLICATE,gert,2005-07-17T13:06:51Z,High,RESOLVED,4653.0,New packages,normal,cardoe,2002-02-13T17:36:02Z,Gentoo Linux
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'name': 'drobbins', 'email': 'drobbins'}",689,"{'name': 'drobbins', 'email': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",FIXED,drobbins,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,drobbins,2002-02-13T22:18:20Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",690,"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'name': 'drobbins', 'email': 'drobbins'}",FIXED,drobbins,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,drobbins,2002-02-13T22:45:57Z,Gentoo Linux
"{'real_name': 'Arcady Genkin (RETIRED)', 'id': 286, 'name': 'agenkin', 'email': 'agenkin'}",691,"{'email': 'Sandy', 'name': 'Sandy', 'id': 115, 'real_name': 'Sandy McArthur'}",FIXED,Sandy,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,agenkin,2002-02-14T00:03:29Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",692,"{'name': 'arnold.linux', 'email': 'arnold.linux', 'id': 288, 'real_name': 'Arnold de Bruijn'}",INVALID,arnold.linux,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Unspecified,critical,drobbins,2002-02-14T09:50:35Z,Gentoo Linux
"{'name': 'agenkin', 'email': 'agenkin', 'id': 286, 'real_name': 'Arcady Genkin (RETIRED)'}",693,"{'name': 'gentoo', 'email': 'gentoo', 'id': 65, 'real_name': 'Benjamin Ritcey'}",FIXED,gentoo,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,agenkin,2002-02-14T10:01:43Z,Gentoo Linux
"{'id': 286, 'real_name': 'Arcady Genkin (RETIRED)', 'email': 'agenkin', 'name': 'agenkin'}",694,"{'id': 289, 'real_name': 'Marc Soda', 'email': 'marc', 'name': 'marc'}",FIXED,marc,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,agenkin,2002-02-14T10:44:27Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",695,"{'name': 'karltk', 'email': 'karltk', 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'id': 19}",FIXED,karltk,2003-02-04T19:42:18Z,Highest,RESOLVED,,[OLD] Core system,normal,drobbins,2002-02-14T11:13:37Z,Gentoo Linux
"{'id': 286, 'real_name': 'Arcady Genkin (RETIRED)', 'email': 'agenkin', 'name': 'agenkin'}",696,"{'name': 'ekarttun', 'email': 'ekarttun', 'id': 7, 'real_name': 'Einar Karttunen'}",FIXED,ekarttun,2003-01-28T00:30:44Z,High,RESOLVED,,New packages,enhancement,agenkin,2002-02-14T11:14:56Z,Gentoo Linux
"{'email': 'azarah', 'name': 'azarah', 'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)'}",697,"{'real_name': 'Geert Bevin', 'id': 5, 'email': 'gbevin', 'name': 'gbevin'}",FIXED,gbevin,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,azarah,2002-02-14T12:50:58Z,Gentoo Linux
